Customer Identity,First Policy´s Year,Customer Age,Educational Degree,Gross Monthly Salary,Geographic Living Area,Has Children (Y=1),Customer Monetary Value,Claims Rate,Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
269,1976,39,2 - High School,3393,4,1,-42.67,1.02,331.84,177.80,181.70,44.12,17.67
270,1983,74,2 - High School,7064,4,1,259.06,0.51,328.95,8.90,188.48,46.12,7.67
271,1980,70,3 - BSc/MSc,8064,2,0,210.71,0.65,241.49,103.90,285.72,43.12,5.78
272,1983,40,1 - Basic,4901,4,1,152.59,0.75,450.53,176.70,94.35,1.89,0.89
273,1980,35,2 - High School,4095,1,1,373.07,0.46,313.17,177.25,145.25,92.35,14.78
274,1993,48,2 - High School,4057,3,1,417.44,0.21,484.76,-30.55,55.01,18.78,35.45
275,1995,67,2 - High School,7737,1,0,-25.00,1.00,248.38,185.60,215.82,20.67,40.12
276,1990,69,2 - High School,7008,1,0,222.16,0.68,204.04,226.70,240.60,33.45,76.57
277,1995,48,3 - BSc/MSc,5775,1,1,-60.00,1.06,540.77,50.00,46.23,-5.00,-10.00
278,1991,68,1 - Basic,5874,3,0,287.95,0.61,156.92,298.40,195.37,63.79,92.24
279,1984,75,2 - High School,8685,1,1,321.62,0.56,281.61,235.60,147.36,65.90,65.01
280,1998,78,1 - Basic,8771,1,0,193.04,0.79,96.02,541.20,189.59,127.69,90.35
281,1985,29,3 - BSc/MSc,2151,3,1,241.05,0.61,269.05,98.35,266.16,-3.00,58.12
282,1977,54,3 - BSc/MSc,6166,1,1,-175.00,1.30,506.43,-75.00,55.90,5.89,1.78
283,1995,52,2 - High School,4838,2,1,473.43,0.16,499.54,33.90,59.79,-6.00,4.89
284,1988,19,1 - Basic,2562,3,1,284.06,0.70,71.57,549.55,161.03,120.80,119.69
285,1995,72,3 - BSc/MSc,7100,4,0,10.34,0.96,209.93,298.40,233.60,36.45,35.34
286,1992,39,2 - High School,3913,2,1,414.98,0.25,426.08,13.90,123.58,18.78,4.78
287,1987,63,3 - BSc/MSc,6602,3,1,698.57,0.21,333.73,413.40,129.58,23.56,18.45
288,1988,41,2 - High School,4385,3,1,618.80,0.00,139.58,82.25,246.49,72.57,102.91
289,1976,24,1 - Basic,2403,1,1,172.26,0.77,48.01,334.50,182.59,145.25,149.25
290,1987,25,2 - High School,1804,1,0,73.02,0.87,48.12,215.05,249.49,140.47,98.02
291,1994,39,3 - BSc/MSc,3835,1,1,144.26,0.77,325.73,210.60,162.92,-2.00,39.34
292,1992,24,2 - High School,2383,4,0,562.11,0.26,247.38,265.05,128.58,81.35,74.68
293,1974,72,2 - High School,6333,4,1,-133.24,1.10,168.03,609.55,216.82,94.35,13.89
294,1977,38,2 - High School,4255,1,1,541.54,0.30,348.62,241.70,151.14,44.23,23.78
295,1994,70,3 - BSc/MSc,7158,4,0,390.75,0.28,445.53,-10.00,107.91,9.78,22.78
296,1991,44,2 - High School,3911,4,0,190.82,0.81,172.59,725.15,181.48,43.23,5.67
297,,61,4 - PhD,7181,,,-49.11,1.04,447.64,-25.00,130.58,0.89,12.89
298,1992,60,3 - BSc/MSc,6817,1,1,-111.55,1.16,386.74,-30.55,151.03,25.45,16.78
299,1987,67,4 - PhD,6776,4,0,-43.78,1.03,430.08,58.90,138.47,18.78,13.89
300,1991,76,2 - High School,7196,4,0,-25.00,1.00,285.83,54.45,259.27,30.56,22.45
301,1985,40,3 - BSc/MSc,4656,4,1,29.01,0.92,187.59,141.15,246.27,80.46,26.45
302,1976,25,1 - Basic,2993,1,0,1356.71,0.05,41.23,1089.10,69.68,101.24,150.14
303,1994,50,2 - High School,4158,1,1,-59.34,1.06,460.42,19.45,41.12,34.34,49.23
304,1977,31,3 - BSc/MSc,3374,2,1,-86.45,1.10,233.60,48.35,200.15,14.78,109.80
305,1995,34,3 - BSc/MSc,4189,3,1,-20.00,0.99,434.08,40.00,137.47,15.78,20.78
306,1989,73,3 - BSc/MSc,6689,3,0,-37.31,1.02,252.16,-6.10,292.50,-0.11,13.67
307,1996,25,3 - BSc/MSc,3247,1,1,81.14,0.83,102.91,87.25,352.51,54.01,35.12
308,1993,75,3 - BSc/MSc,7375,4,0,345.50,0.53,174.59,246.70,314.28,13.67,37.12
309,1975,73,4 - PhD,8236,4,0,-50.22,1.05,443.75,-40.00,123.58,12.89,14.78
310,1978,29,2 - High School,3572,3,0,13.23,0.95,287.72,187.80,230.82,38.23,24.67
311,1985,44,2 - High School,3461,2,1,9.45,0.95,245.38,142.80,280.83,34.45,2.89
312,1976,62,3 - BSc/MSc,7853,3,1,145.47,0.77,456.64,182.80,103.91,6.00,-4.11
313,1991,61,3 - BSc/MSc,5791,4,1,683.80,0.00,388.74,132.25,129.69,25.56,32.56
314,1982,40,4 - PhD,5292,1,1,417.99,0.18,532.99,-40.00,41.12,6.00,-2.00
315,1975,60,1 - Basic,6357,3,1,-102.57,1.09,204.26,383.40,158.03,77.57,73.46
316,1976,70,3 - BSc/MSc,7668,3,0,151.04,0.77,323.06,225.05,165.92,11.67,37.34
317,1980,29,1 - Basic,3137,4,1,14.23,0.97,92.35,1025.75,195.26,54.12,53.12
318,1987,26,3 - BSc/MSc,3558,4,1,331.50,0.49,211.04,128.90,284.72,63.90,16.56
319,1984,57,2 - High School,5603,4,0,25.23,0.93,332.95,94.45,210.93,24.67,25.56
320,1990,31,2 - High School,4594,4,1,320.62,0.52,210.15,171.70,209.04,82.57,52.90
321,1974,45,3 - BSc/MSc,5350,4,1,377.97,0.31,432.97,-15.00,145.36,7.89,14.78
322,1986,48,2 - High School,4665,4,1,591.00,0.19,366.29,206.70,140.25,0.89,42.12
323,1992,77,2 - High School,7578,4,0,320.85,0.37,344.73,-50.00,207.26,4.89,46.23
324,1980,26,2 - High School,2161,1,1,346.53,0.55,242.38,307.85,171.92,17.67,81.35
325,1979,32,3 - BSc/MSc,2742,3,1,-69.23,1.07,269.83,62.80,203.15,44.23,50.23
326,1982,37,2 - High School,3933,3,1,-16.22,0.99,371.96,92.80,107.91,8.78,52.79
327,1980,71,4 - PhD,6691,1,0,242.16,0.65,222.04,201.70,284.61,16.56,28.56
328,1991,22,2 - High School,3065,4,1,205.48,0.72,261.94,295.05,124.80,69.57,64.57
329,1995,25,1 - Basic,3591,1,1,-222.37,1.25,96.24,235.60,210.93,197.37,34.34
330,1979,81,2 - High School,8584,1,1,-47.77,1.04,457.64,-20.55,94.35,47.23,-1.11
331,1979,30,2 - High School,2841,4,1,825.73,0.24,104.02,695.70,248.27,7.78,58.79
332,1997,76,3 - BSc/MSc,8194,4,0,402.08,0.40,422.30,123.90,146.36,14.78,4.78
333,1989,73,3 - BSc/MSc,7620,4,0,-33.77,1.01,364.18,9.45,208.26,11.89,-2.11
334,1995,29,3 - BSc/MSc,2936,1,0,214.82,0.72,138.58,342.85,260.16,101.24,24.45
335,1987,50,3 - BSc/MSc,4513,3,1,549.32,0.17,430.08,113.90,119.80,-1.00,31.34
336,1990,62,3 - BSc/MSc,7562,3,1,470.19,0.27,406.30,104.45,118.69,14.78,30.34
337,1976,49,3 - BSc/MSc,6297,3,1,176.25,0.74,452.42,212.25,89.35,12.89,1.89
338,1987,80,3 - BSc/MSc,8128,1,0,59.70,0.85,249.38,13.35,240.60,40.12,31.23
339,1988,43,3 - BSc/MSc,4714,3,1,46.89,0.89,539.88,60.00,23.45,11.89,11.78
340,1979,20,1 - Basic,2576,1,0,455.43,0.38,11.67,245.05,183.70,223.71,104.91
341,1981,22,3 - BSc/MSc,3670,1,1,361.73,0.49,175.81,197.25,283.72,57.79,44.12
342,1989,67,2 - High School,7343,1,0,103.90,0.82,126.80,128.90,137.47,219.04,105.91
343,1974,65,4 - PhD,7755,4,1,455.10,0.16,492.76,-15.55,81.57,12.89,2.89
344,1976,38,3 - BSc/MSc,1564,1,1,413.41,0.47,185.48,300.05,298.50,24.45,22.67
345,1983,51,2 - High School,4550,4,1,278.85,0.41,388.63,-40.00,139.25,4.78,23.45
346,1989,78,3 - BSc/MSc,6884,1,1,52.78,0.88,452.53,84.45,106.02,1.89,6.67
347,1975,44,2 - High School,5316,1,1,-31.22,1.01,479.98,98.90,85.46,17.78,-8.00
348,1991,60,3 - BSc/MSc,6532,4,1,26.45,0.93,420.30,88.90,140.47,35.45,2.00
349,1975,25,3 - BSc/MSc,3255,3,1,219.49,0.76,124.69,539.00,216.93,119.80,7.78
350,1985,32,3 - BSc/MSc,2949,4,1,467.20,0.24,431.86,78.90,99.02,18.56,15.78
351,1984,71,2 - High School,6705,4,0,34.01,0.95,136.58,695.70,210.04,38.23,59.01
352,1975,33,2 - High School,2450,1,1,-39.67,1.03,327.06,3.90,188.37,25.56,40.23
353,1980,22,2 - High School,2086,1,0,199.92,0.71,46.12,212.25,177.59,148.25,181.70
354,1996,27,3 - BSc/MSc,2629,1,1,490.32,0.21,499.54,70.00,67.68,-1.11,16.89
355,1974,31,1 - Basic,2784,4,1,113.36,0.84,131.47,348.40,164.81,167.92,42.12
356,1978,36,2 - High School,3956,1,1,304.84,0.54,343.62,156.70,127.69,13.78,75.46
357,1985,26,3 - BSc/MSc,2971,4,1,211.15,0.69,163.03,211.70,335.73,25.45,24.45
358,1985,34,3 - BSc/MSc,4056,4,1,-32.89,1.01,523.21,75.00,46.01,7.89,14.89
359,1988,71,2 - High School,6987,3,0,-33.89,1.01,322.06,271.15,216.82,5.00,13.89
360,1978,46,1 - Basic,4595,3,1,-17.00,0.99,503.76,49.45,75.68,18.67,8.00
361,1995,33,2 - High School,4430,1,1,124.15,0.79,420.19,151.15,109.02,-1.00,25.67
362,1988,72,3 - BSc/MSc,7611,4,0,-23.88,1.00,129.58,18.90,278.72,71.57,89.35
363,1990,71,2 - High School,7033,4,0,8.56,0.95,275.72,166.15,239.49,2.00,33.56
364,1986,61,2 - High School,6613,1,1,414.64,0.33,440.75,106.70,101.24,4.78,-1.11
365,1987,80,3 - BSc/MSc,8803,2,0,30.24,0.90,190.37,-10.55,253.16,65.79,57.79
366,1975,71,2 - High School,6754,3,0,646.25,0.30,206.15,465.10,124.58,81.57,76.68
367,1985,21,2 - High School,2465,1,1,37.79,0.94,86.35,564.00,198.26,130.69,67.90
368,1977,52,4 - PhD,5872,4,1,-121.00,1.18,585.22,-35.00,5.78,-4.00,-11.00
369,1990,47,2 - High School,6023,3,1,417.64,0.35,456.53,93.90,104.02,15.78,13.89
370,1981,30,2 - High School,3012,4,1,508.20,0.32,333.84,222.25,202.37,22.45,-0.22
371,1985,63,3 - BSc/MSc,5484,4,0,328.62,0.57,121.91,276.15,96.13,231.71,106.02
372,1987,47,3 - BSc/MSc,6114,4,1,447.43,0.22,462.53,13.90,98.13,-2.00,29.56
373,1987,29,2 - High School,3603,4,1,-28.33,1.01,414.08,9.45,130.69,19.56,12.78
374,1974,50,3 - BSc/MSc,5278,1,1,483.32,0.17,514.21,40.00,49.01,5.89,4.89
375,1980,47,2 - High School,3802,4,1,8.78,0.95,515.54,30.00,66.79,6.78,3.00
376,1992,70,3 - BSc/MSc,7295,3,0,340.41,0.52,161.81,235.05,273.05,31.45,64.68
377,1992,54,2 - High School,5188,4,1,123.59,0.78,395.52,127.25,119.80,-4.00,25.34
378,1989,26,1 - Basic,2711,3,1,656.01,0.24,143.47,338.95,220.04,88.46,110.13
379,1990,58,3 - BSc/MSc,6125,1,0,409.75,0.29,384.63,53.90,164.81,2.89,3.78
380,1996,67,3 - BSc/MSc,8149,4,0,46.46,0.89,251.27,160.60,195.26,69.57,1.89
381,1976,62,2 - High School,5879,4,0,407.41,0.46,350.62,230.05,137.58,65.90,15.89
382,1977,20,3 - BSc/MSc,2330,4,1,570.10,0.45,183.59,595.10,135.58,121.80,48.90
383,1993,56,3 - BSc/MSc,5376,4,1,0.00,0.96,550.77,35.00,35.34,-1.00,8.00
384,1978,62,1 - Basic,5970,2,0,344.96,0.59,183.70,369.50,155.14,80.46,105.80
385,1993,39,3 - BSc/MSc,3668,4,1,38.24,0.90,421.08,63.35,120.80,-0.11,11.67
386,1981,32,4 - PhD,4590,1,1,178.36,0.72,304.17,182.80,223.82,14.78,5.78
387,1997,26,2 - High School,2532,1,1,190.82,0.53,139.58,270.05,,28.56,25.67
388,1981,45,3 - BSc/MSc,5546,4,1,404.88,0.19,545.88,-55.00,35.23,-6.00,9.00
389,1986,65,3 - BSc/MSc,6072,1,1,290.07,0.50,292.72,52.80,230.71,19.56,30.45
390,1985,33,3 - BSc/MSc,3271,1,1,-34.78,1.01,297.50,104.45,271.05,24.67,14.89
391,1996,40,4 - PhD,2895,4,1,501.99,0.15,530.10,35.00,55.01,4.89,-4.00
392,1991,64,3 - BSc/MSc,7965,1,0,455.75,0.47,62.68,427.85,380.74,9.78,34.23
393,1986,22,2 - High School,3699,1,0,590.55,0.49,7.67,791.25,221.71,181.59,1.78
394,1993,33,4 - PhD,4411,4,1,503.31,0.27,348.51,138.35,163.92,29.56,41.45
395,1989,24,2 - High School,2247,1,1,995.86,0.24,74.68,942.40,182.70,72.68,78.46
396,1976,58,3 - BSc/MSc,6766,1,1,351.07,0.36,333.84,9.45,186.48,16.56,42.23
397,1989,41,3 - BSc/MSc,4432,4,1,313.51,0.46,363.18,53.90,164.92,25.45,24.67
398,1986,16,1 - Basic,829,1,1,-218.48,1.22,52.01,348.40,49.01,193.48,225.82
399,1991,64,2 - High School,6245,4,1,440.77,0.34,332.84,165.60,189.37,-6.00,26.67
400,1978,26,3 - BSc/MSc,1944,1,1,386.20,0.46,50.90,220.05,314.28,29.56,140.25
401,1976,40,3 - BSc/MSc,2965,4,1,392.75,0.34,331.73,68.35,214.93,-6.00,23.67
402,1990,36,2 - High School,4074,1,1,71.13,0.90,96.13,416.20,201.37,13.78,195.37
403,1977,46,3 - BSc/MSc,4396,4,1,607.11,0.00,532.99,50.00,39.12,2.00,8.00
404,1994,62,2 - High School,7514,3,0,334.51,0.61,211.93,373.95,180.70,54.12,93.46
405,1978,20,1 - Basic,3051,4,1,62.45,0.90,19.45,364.50,199.15,158.92,137.58
406,1975,56,2 - High School,5829,4,1,421.22,0.21,534.21,-40.55,60.01,9.89,3.00
407,1996,70,4 - PhD,6878,4,1,-73.90,1.08,393.63,92.25,110.02,26.45,22.45
408,1977,35,3 - BSc/MSc,3778,4,1,272.40,0.45,297.61,-35.55,217.93,35.34,29.23
409,1994,60,3 - BSc/MSc,6104,1,1,-82.90,1.08,265.94,206.15,199.37,57.90,28.56
410,1978,37,1 - Basic,3296,3,1,441.20,0.37,444.53,167.80,88.35,21.67,12.89
411,1987,65,2 - High School,5781,4,0,52.13,0.87,339.84,-30.00,157.03,65.79,41.34
412,1983,50,2 - High School,5558,4,1,-7.44,0.98,375.96,143.35,154.03,30.45,12.89
413,1992,53,3 - BSc/MSc,5299,2,1,506.99,0.14,531.99,34.45,49.23,2.89,
414,1977,35,4 - PhD,3559,3,1,306.94,0.50,276.94,55.00,202.37,87.24,38.45
415,1988,45,2 - High School,5235,4,1,-45.78,1.03,492.76,113.90,70.68,-4.00,16.78
416,1990,32,3 - BSc/MSc,2871,4,1,379.08,0.38,332.84,58.35,230.82,13.78,12.89
417,1979,73,2 - High School,8354,4,0,-36.32,1.02,449.53,-10.55,109.80,9.78,7.00
418,1995,49,3 - BSc/MSc,5217,4,1,-39.00,1.02,533.88,15.00,39.23,-7.00,17.89
419,1994,42,4 - PhD,4034,1,1,457.75,0.20,473.31,25.00,92.13,10.67,4.89
420,1987,,2 - High School,6438,1,1,379.30,0.33,404.52,42.80,152.25,7.78,-0.11
421,1987,49,3 - BSc/MSc,5241,4,1,194.14,0.70,427.86,163.35,73.68,18.56,37.23
422,1979,59,2 - High School,5769,4,1,-52.56,1.03,316.17,358.40,130.58,27.56,42.01
423,1992,68,3 - BSc/MSc,7068,4,0,398.08,0.45,455.53,212.25,75.57,27.56,4.89
424,1996,54,2 - High School,6198,1,1,64.13,0.85,232.71,-5.00,195.37,148.25,14.67
425,1993,41,3 - BSc/MSc,3553,1,0,396.19,0.35,316.06,82.25,95.24,130.69,25.56
426,1981,39,3 - BSc/MSc,3894,4,1,271.39,0.50,332.73,38.35,187.37,0.89,36.34
427,1980,33,3 - BSc/MSc,4708,1,1,-19.89,0.99,408.41,128.35,139.47,15.67,20.78
428,1988,42,3 - BSc/MSc,3130,4,0,500.88,0.13,522.10,24.45,45.23,9.89,3.78
429,1994,27,3 - BSc/MSc,2772,3,1,210.71,0.68,235.71,181.15,234.60,28.34,62.01
430,1995,62,1 - Basic,6090,3,1,354.97,0.59,240.49,450.65,114.91,70.68,55.90
431,1980,76,3 - BSc/MSc,8418,1,0,129.81,0.79,152.14,196.15,354.51,41.34,6.78
432,1976,52,2 - High School,4860,1,1,-13.32,0.98,481.20,13.90,88.35,-1.11,3.78
433,1996,21,2 - High School,1113,3,0,575.10,0.45,83.46,600.10,149.36,213.15,42.12
434,1984,71,3 - BSc/MSc,6976,3,0,-32.89,1.01,405.41,48.90,163.92,1.89,6.00
435,1984,62,3 - BSc/MSc,7023,4,1,437.65,0.22,420.97,28.90,124.80,12.78,8.67
436,1989,26,2 - High School,4287,3,1,19.12,0.96,198.48,619.55,207.15,10.67,54.79
437,1974,49,3 - BSc/MSc,5224,1,1,-51.11,1.05,426.86,-30.00,136.58,3.89,23.67
438,1995,66,3 - BSc/MSc,6996,4,0,-41.78,1.02,324.95,127.80,209.93,18.78,16.78
439,1987,42,1 - Basic,2949,1,1,325.97,0.54,146.36,248.95,268.83,7.89,94.13
440,1992,70,1 - Basic,7653,4,0,132.81,0.78,222.71,146.70,136.58,94.13,105.24
441,1985,77,3 - BSc/MSc,8631,4,0,288.07,0.43,336.73,-35.55,227.71,1.89,13.78
442,1993,49,4 - PhD,5914,1,1,284.53,0.38,449.53,-70.00,115.80,6.78,
443,1980,44,3 - BSc/MSc,4238,1,1,139.13,0.77,373.85,153.35,165.92,10.78,0.78
444,1992,27,3 - BSc/MSc,2241,4,1,-36.67,1.02,197.37,102.25,280.61,11.67,49.90
445,1981,28,2 - High School,1730,3,1,-34.78,1.01,87.24,99.45,379.85,9.78,83.24
446,1978,50,1 - Basic,5163,2,1,-59.34,1.05,231.60,98.90,246.38,34.34,47.90
447,1987,65,3 - BSc/MSc,6222,2,0,-48.56,1.03,239.38,156.70,228.82,23.56,57.90
448,1986,19,2 - High School,2651,2,0,652.90,0.41,108.91,677.90,134.58,86.35,140.58
449,1991,47,2 - High School,4504,1,1,427.53,0.27,450.64,43.90,116.80,1.89,7.78
450,1988,69,3 - BSc/MSc,8077,4,0,-54.67,1.04,371.96,128.35,169.81,-7.00,15.67
451,1991,73,3 - BSc/MSc,8041,4,0,46.01,0.90,157.03,182.25,292.39,52.12,59.12
452,1994,73,2 - High School,8264,4,0,719.91,0.23,212.04,447.30,191.48,31.34,85.57
453,1987,29,3 - BSc/MSc,3234,4,1,243.60,0.69,340.73,334.50,128.69,65.90,7.78
454,1986,45,3 - BSc/MSc,5231,3,1,484.65,0.18,445.64,39.45,112.91,8.78,15.78
455,1994,26,3 - BSc/MSc,3441,1,1,336.61,0.61,142.47,393.95,291.61,32.34,72.79
456,1992,69,2 - High School,7337,3,0,-67.23,1.04,240.60,524.55,176.81,34.34,42.23
457,1983,34,3 - BSc/MSc,3519,4,1,236.28,0.65,268.16,225.05,217.82,36.23,9.78
458,1997,29,3 - BSc/MSc,3055,4,1,508.87,0.26,381.07,152.80,178.70,4.78,5.89
459,1993,77,1 - Basic,7552,3,0,259.16,0.58,175.81,108.35,261.27,19.67,119.58
460,1981,58,3 - BSc/MSc,6256,4,1,-51.67,1.04,341.73,98.35,220.93,4.89,21.78
461,1986,73,1 - Basic,8026,3,0,439.43,0.35,298.61,146.15,118.91,64.79,84.46
462,1995,49,3 - BSc/MSc,5282,4,1,-26.21,1.00,536.10,-0.55,39.12,,-0.11
463,1992,19,1 - Basic,1727,4,0,481.43,0.48,62.01,505.10,263.94,83.35,60.68
464,1994,22,1 - Basic,2058,4,0,52.35,0.93,26.34,760.70,169.70,159.92,51.01
465,1993,61,4 - PhD,8089,4,1,411.20,0.24,440.86,-15.55,124.58,10.89,13.78
466,1991,43,2 - High School,4323,1,0,343.97,0.38,378.74,33.35,140.47,43.12,3.89
467,1982,37,3 - BSc/MSc,3381,4,1,103.35,0.82,404.63,128.35,137.36,23.67,14.67
468,1995,47,3 - BSc/MSc,5229,1,1,445.66,0.18,471.09,23.90,87.24,-3.00,-5.11
469,1977,19,1 - Basic,2514,4,1,220.92,0.76,59.01,506.75,118.91,242.49,77.35
470,1988,40,1 - Basic,4846,1,1,307.84,0.49,227.82,102.25,219.82,67.68,37.34
471,1977,37,3 - BSc/MSc,4760,4,1,501.21,0.15,478.98,24.45,91.35,10.89,11.89
472,1978,42,2 - High School,3224,4,1,234.07,0.54,362.29,-25.55,148.25,52.12,30.45
473,1987,61,3 - BSc/MSc,6464,2,1,38.80,0.90,460.42,97.25,56.79,9.89,33.45
474,1975,47,3 - BSc/MSc,5064,3,1,499.88,0.11,520.32,-0.55,57.90,7.00,1.89
475,1987,48,2 - High School,6438,1,1,414.32,0.28,404.52,42.80,152.25,7.78,-0.11
476,1982,18,1 - Basic,2341,4,0,9.34,0.98,84.35,1363.60,73.68,50.01,83.24
477,1977,57,2 - High School,6134,2,1,1003.64,0.00,212.04,549.55,96.35,65.79,104.91
478,1991,59,3 - BSc/MSc,6483,4,1,314.84,0.54,345.73,176.70,206.15,5.89,11.89
479,1994,39,1 - Basic,4210,4,0,3.34,0.96,299.28,167.25,162.92,28.34,51.01
480,1989,39,2 - High School,4629,4,1,401.86,0.38,431.86,133.90,111.80,9.78,4.78
481,1984,17,1 - Basic,3161,4,1,866.27,0.21,30.34,683.45,98.13,71.68,249.16
482,1982,29,3 - BSc/MSc,1946,1,1,841.61,0.13,302.39,510.10,131.47,22.67,31.45
483,1980,57,1 - Basic,6430,4,0,-109.46,1.10,120.58,298.95,276.72,84.46,40.45
484,1985,22,1 - Basic,2102,1,0,352.73,0.64,56.79,555.65,193.48,74.57,160.14
485,1990,47,2 - High School,5228,4,1,12.78,0.94,407.41,59.45,125.69,11.67,33.34
486,1977,76,2 - High School,6557,1,0,88.47,0.88,245.27,427.85,138.36,32.45,99.35
487,1978,57,3 - BSc/MSc,5068,4,1,586.66,0.41,231.49,565.65,192.37,10.78,35.23
488,1982,42,2 - High School,5019,1,1,186.37,0.67,272.94,44.45,220.04,44.23,61.79
489,1977,69,3 - BSc/MSc,,3,0,-52.56,1.09,,0.00,278.83,,27.56
490,1985,37,2 - High School,3204,4,1,412.42,0.26,433.08,4.45,135.58,20.56,-0.11
491,1994,64,2 - High School,6213,4,1,-3.33,0.97,379.74,177.25,129.69,21.67,20.45
492,1992,48,3 - BSc/MSc,4771,4,1,567.00,0.00,486.76,10.00,86.35,-5.00,13.89
493,1979,35,2 - High School,3848,4,1,139.59,0.81,96.02,372.85,258.05,65.79,68.57
494,1975,68,1 - Basic,7900,4,1,72.02,0.87,236.49,202.25,214.04,47.12,49.90
495,1992,21,3 - BSc/MSc,1441,3,0,59.35,0.86,84.35,34.45,152.14,124.58,212.04
496,1983,37,3 - BSc/MSc,3613,1,1,299.62,0.57,312.06,226.70,175.59,36.45,12.56
497,1980,23,3 - BSc/MSc,2349,4,1,23.01,0.94,70.68,288.95,347.40,22.67,92.46
498,1977,18,1 - Basic,2519,4,1,-64.12,1.04,120.58,641.80,128.69,153.14,39.12
499,1996,76,2 - High School,7191,4,1,390.97,0.37,415.30,70.00,160.14,-5.00,15.67
500,1984,41,3 - BSc/MSc,4498,4,1,230.72,0.54,295.61,-25.00,274.94,15.67,0.78
501,1980,51,3 - BSc/MSc,4855,1,1,474.55,0.13,487.87,-11.10,73.57,7.89,14.89
502,1978,48,2 - High School,4966,1,1,625.68,0.00,160.03,73.35,129.69,116.91,170.70
503,1990,59,2 - High School,4481,1,0,17.90,0.96,176.70,506.20,207.04,78.46,35.56
504,1994,75,3 - BSc/MSc,6755,4,0,328.40,0.49,370.18,93.90,187.48,11.89,28.67
505,1976,74,3 - BSc/MSc,7508,4,0,33.79,0.92,184.37,172.80,296.50,9.89,68.68
506,1977,33,3 - BSc/MSc,3016,1,1,-72.90,1.08,296.50,10.00,156.14,85.46,57.90
507,1998,74,1 - Basic,7485,1,0,-46.67,1.02,85.24,554.00,307.39,46.12,24.45
508,1978,57,2 - High School,6424,1,1,-25.00,1.00,316.95,33.90,189.59,41.34,39.45
509,1991,41,2 - High School,4629,1,1,323.40,0.51,352.29,148.35,181.59,3.89,22.45
510,1983,44,2 - High School,3907,4,1,29.79,0.91,460.31,9.45,55.12,55.01,-0.22
511,1989,20,1 - Basic,1536,2,1,194.93,0.83,287.72,840.15,85.46,67.79,10.00
512,1985,56,2 - High School,5756,1,1,195.15,0.65,298.61,34.45,153.14,78.46,63.90
513,1987,40,4 - PhD,2472,1,1,-103.22,1.15,444.75,-70.00,130.47,6.89,-4.11
514,1977,41,2 - High School,4533,1,1,-25.00,1.00,273.05,185.60,162.92,,75.79
515,1976,34,2 - High School,4043,1,1,625.79,0.27,238.71,367.85,242.49,30.56,13.67
516,1988,62,3 - BSc/MSc,7972,4,0,454.09,0.38,270.94,235.60,187.59,27.45,48.90
517,1993,30,3 - BSc/MSc,4094,4,1,226.49,0.62,,304.50,239.49,53.01,62.01
518,1996,42,3 - BSc/MSc,4178,1,1,461.20,0.23,443.86,39.45,125.80,11.67,8.78
519,1988,35,2 - High School,1269,4,1,208.93,0.71,151.36,284.50,250.27,101.02,18.45
520,1995,59,2 - High School,5300,4,1,572.46,0.31,225.71,371.75,168.70,40.23,58.01
521,1983,43,1 - Basic,3576,1,1,544.87,0.31,373.07,281.15,84.35,43.12,41.23
522,1981,53,4 - PhD,5563,4,1,526.44,0.08,545.99,4.45,45.12,-4.00,5.00
523,1983,22,1 - Basic,2023,4,0,717.03,0.00,63.90,206.15,122.69,183.48,165.81
524,1981,44,3 - BSc/MSc,5901,4,1,-66.10,1.07,478.20,-20.55,102.13,7.00,6.89
525,1986,77,3 - BSc/MSc,8111,2,0,16.91,0.93,64.68,13.35,440.86,28.56,30.23
526,1977,76,3 - BSc/MSc,7872,4,0,441.75,0.52,129.58,466.75,322.06,33.45,23.56
527,1982,17,1 - Basic,1679,4,1,-23.54,1.00,132.69,165.60,137.36,129.69,164.14
528,1975,55,2 - High School,4661,3,1,-42.22,1.03,469.20,93.35,84.35,-0.11,16.89
529,1992,31,2 - High School,3530,1,1,136.04,0.76,275.05,82.25,240.60,34.45,44.34
530,1978,27,3 - BSc/MSc,3607,1,1,-118.46,1.12,209.26,162.80,260.27,28.45,93.46
531,1983,22,3 - BSc/MSc,2417,1,1,177.93,0.76,133.36,349.50,227.71,69.57,83.35
532,1990,49,3 - BSc/MSc,3903,1,0,390.40,0.38,371.18,84.45,169.70,20.67,19.56
533,1990,50,2 - High School,5761,1,1,-40.67,1.02,410.41,104.45,114.80,15.67,42.23
534,1987,75,3 - BSc/MSc,8929,4,0,-43.78,1.03,345.73,44.45,227.71,0.89,19.67
535,1987,23,1 - Basic,2338,4,1,633.11,0.46,19.56,771.80,89.24,228.71,115.02
536,1980,50,3 - BSc/MSc,4532,1,1,447.76,0.25,487.76,60.00,86.35,1.00,-8.00
537,1991,69,3 - BSc/MSc,7268,1,0,557.88,0.18,425.86,128.35,108.13,15.67,28.67
538,1980,77,3 - BSc/MSc,7868,4,0,483.75,0.48,294.50,487.30,182.59,20.67,0.78
539,1983,33,3 - BSc/MSc,3241,1,1,-32.00,1.01,224.82,172.80,320.17,-7.00,28.45
540,1979,24,2 - High School,,2,1,85.13,0.79,156.25,0.00,237.71,12.89,110.13
