cod_cust_id,dt_fpy,atr_cust_age,dsc_edu_deg,amt_gms,atr_gla,flg_children,amt_cmv,rt_cr,amt_plob_motor,amt_plob_household,amt_plob_health,amt_plob_life,amt_plob_wcomp,Set,amt_premium_total,outlier_candidate,atr_edu_deg,atr_fpy_to_date,rt_plob_life,rt_plob_household,rt_plob_motor,rt_plob_health,rt_plob_wcomp,amt_gys,amt_claims_total,rt_premiums_year,rt_claims_year,atr_credit_score_proxy
92,1993,77,1 - Basic,7805.0,3,0,238.94,0.644726215474075,263.94,196.15,221.93,31.34,29.56,test,742.92,,1.0,6,0.04218489204759598,0.26402573628385295,0.35527378452592473,0.29872664620685946,0.03978894093576697,93660.0,478.9799999999998,0.007932094811018578,0.0051140294682895555,0
93,1987,63,3 - BSc/MSc,5951.0,1,1,-66.1200000000001,1.06408178531355,324.84,83.35,159.92,32.45,41.12,test,641.68,,3.0,12,0.05057037775838425,0.12989340481236752,0.506233636703653,0.2492207954120434,0.06408178531355192,71412.0,682.7999999999987,0.008985604660281185,0.009561418249033758,0
94,1982,37,3 - BSc/MSc,3971.0,4,1,400.86,0.436044124852674,393.63,192.8,136.47,11.67,20.56,train,755.13,,3.0,17,0.015454292638353661,0.2553202759789705,0.5212744825394303,0.18072384887370385,0.027227099969541667,47652.0,329.26999999999975,0.015846764039284814,0.006909888357256773,0
95,1992,32,4 - PhD,2540.0,2,1,174.37,0.705666115507263,230.82,126.7,263.05,31.45,25.34,test,677.36,,4.0,7,0.0464302586512342,0.18704972245187199,0.3407641431439707,0.38834593126254874,0.037409944490374394,30480.0,477.98999999999967,0.02222309711286089,0.015682086614173217,0
96,1976,30,3 - BSc/MSc,5336.0,4,1,-25.0,1.0,296.5,70.0,200.15,60.79,8.67,train,636.1099999999999,,3.0,23,0.0955652324283536,0.1100438603386207,0.46611435129144335,0.31464683781107045,0.01362971813051202,64032.0,636.1099999999999,0.009934251624187904,0.009934251624187904,0
97,1992,52,3 - BSc/MSc,5661.0,4,1,-91.0,1.12310906343847,520.1,-20.0,45.01,-1.0,-8.0,train,536.11,,3.0,7,-0.0018652888399768703,-0.03730577679953741,0.9701367256719703,0.08395665068735893,-0.014922310719814962,67932.0,602.1099999999982,0.007891862450685981,0.00886342224577516,0
98,1996,78,2 - High School,7847.0,4,0,120.47,0.814593423400459,169.81,244.5,224.82,26.56,118.91,train,784.6,,2.0,3,0.03385164414988529,0.31162375732857506,0.21642875350497068,0.28654091256691305,0.15155493244965587,94164.0,639.1300000000002,0.008332271356356995,0.006787413448876431,0
99,1988,66,1 - Basic,7740.0,1,1,179.26,0.681956900847035,204.26,82.8,110.02,185.48,59.68,train,642.2399999999999,amt_plob_life,1.0,11,0.2888016940707524,0.1289237668161435,0.31804309915296464,0.17130667663178875,0.09292476332835078,92880.0,437.9799999999997,0.006914728682170542,0.004715546942291125,0
100,1984,49,2 - High School,5609.0,1,1,14.23,0.944997476305311,427.08,142.8,104.13,1.89,37.34,train,713.24,,2.0,15,0.0026498794234759687,0.2002131119959621,0.5987886265492681,0.14599573776008076,0.05235264427121306,67308.0,674.01,0.010596660129553693,0.01001381707969335,0
101,1977,56,2 - High School,5487.0,4,1,-55.5600000000001,1.04641202824816,424.97,69.45,133.47,23.67,6.89,train,658.45,,2.0,22,0.03594805983749715,0.10547497911762473,0.6454096742349457,0.202703318399271,0.010463968410661401,65844.0,689.0100000000009,0.010000151874126725,0.010464279205394583,0
102,1981,60,1 - Basic,5387.0,3,1,654.9,0.386792452830189,62.68,648.45,210.15,31.45,156.03,train,1108.76,,1.0,18,0.028365020383130705,0.5848425267866807,0.05653162090984523,0.18953605829936146,0.140724773620982,64644.0,428.86000000000035,0.017151785161809294,0.006634181053152657,1
103,1981,36,2 - High School,4141.0,4,1,-25.0,1.0,190.59,317.85,188.37,6.89,118.58,train,822.2800000000001,,2.0,18,0.00837914092523228,0.3865471615508099,0.23178236123948046,0.22908255095587876,0.14420878532859852,49692.0,822.2800000000001,0.016547532802060696,0.016547532802060696,0
104,1975,64,3 - BSc/MSc,6388.0,2,0,257.84,0.527647422301642,234.49,48.35,219.82,67.68,28.45,train,598.79,,3.0,24,0.11302793967835136,0.08074617144574893,0.39160640625260945,0.3671069991148817,0.04751248350840863,76656.0,315.95000000000016,0.007811391150073053,0.0041216604049259045,0
105,1996,37,2 - High School,4683.0,1,1,46.12,0.887864024092206,349.4,73.9,170.92,37.23,2.78,test,634.2299999999999,,2.0,3,0.058701102123835204,0.11651924380745159,0.5509042460936885,0.269492140075367,0.004383267899657853,56196.0,563.1099999999997,0.01128603459320948,0.01002046408997081,0
106,1986,28,3 - BSc/MSc,4037.0,4,1,-2.64999999999998,0.965067208502657,89.24,82.25,408.41,19.56,40.34,train,639.8000000000001,,3.0,13,0.03057205376680212,0.1285557986870897,0.13948108783994997,0.6383401062832135,0.06305095342294467,48444.0,617.45,0.013207001899099994,0.01274564445545372,0
107,1979,68,3 - BSc/MSc,6960.0,3,0,201.82,0.711233895197841,297.61,240.6,218.82,13.78,14.67,train,785.4799999999999,,3.0,20,0.01754341294495086,0.30630951774711007,0.3788893415491165,0.2785812496817233,0.018676478077099355,83520.0,558.6600000000001,0.009404693486590038,0.006688936781609196,0
108,1989,58,2 - High School,7346.0,3,1,133.81,0.765656356982647,292.61,108.35,117.91,12.67,146.14,test,677.68,,2.0,10,0.018696139770983358,0.15988372093023256,0.431781961987959,0.1739906740644552,0.21564750324636997,88152.0,518.8700000000002,0.007687630456484254,0.005886083129140578,0
109,1991,21,1 - Basic,1528.0,4,1,71.24,0.927061623227508,79.68,912.95,97.24,213.04,16.56,train,1319.47,amt_plob_household%amt_plob_life,1.0,8,0.16145876753544983,0.6919065988616642,0.060387883013634264,0.07369625683039402,0.012550493758857723,18336.0,1223.23,0.07196062390924957,0.06671193280977313,-1
110,1980,40,2 - High School,4251.0,3,1,317.29,0.535922014181705,368.29,158.35,189.37,22.67,-1.11,train,737.5699999999999,,2.0,19,0.030736065729354507,0.21469148690971707,0.4993288772591077,0.2567485120056402,-0.0015049419038192988,51012.0,395.28000000000014,0.014458754802791499,0.007748764996471421,0
111,1990,50,3 - BSc/MSc,4077.0,4,1,385.66,0.248646077283372,482.09,-35.55,99.13,1.0,-0.11,train,546.56,,3.0,9,0.001829625292740047,-0.06504317915690867,0.8820440573770493,0.18137075526932087,-0.00020125878220140519,48924.0,135.8999999999998,0.011171613114217969,0.002777777777777774,0
112,1991,66,3 - BSc/MSc,7013.0,3,0,343.52,0.430628514924912,330.95,72.8,108.91,35.23,99.35,train,647.24,,3.0,8,0.054431122921945484,0.11247759718187998,0.5113250108151536,0.16826833941041963,0.1534979296706013,84156.0,278.72,0.007690954893293408,0.0033119444840534248,0
114,1993,45,3 - BSc/MSc,4514.0,3,1,231.49,0.661979441222984,285.83,182.25,231.82,29.34,29.56,test,758.8,,3.0,6,0.03866631523458092,0.24018186610437534,0.3766868740115973,0.30550869794412233,0.038956246705324195,54168.0,502.31000000000023,0.014008270565647614,0.009273187121547781,0
115,1992,43,3 - BSc/MSc,4117.0,4,1,344.3,0.491959114608411,405.3,187.25,136.58,9.78,-12.0,train,726.9100000000001,,3.0,7,0.013454210287380829,0.2575972266167751,0.5575655858359356,0.18789121074135726,-0.01650823348144887,49404.0,357.61000000000007,0.01471358594445794,0.007238482713950289,0
116,1988,41,2 - High School,3667.0,3,1,330.51,0.475579354191559,359.29,127.25,187.59,2.89,0.89,test,677.91,,2.0,11,0.004263102771754363,0.18770928294316355,0.5299966072192475,0.27671814842678233,0.0013128586390523816,44004.0,322.39999999999975,0.015405644941368965,0.007326606672120711,0
117,1994,50,3 - BSc/MSc,5368.0,1,1,498.54,0.143142389525368,506.54,10.0,71.68,7.89,14.89,test,611.0000000000001,,3.0,5,0.012913256955810144,0.01636661211129296,0.8290343698854336,0.11731587561374794,0.024369885433715217,64416.0,87.45999999999987,0.009485221063089917,0.001357737208147042,0
118,1979,62,2 - High School,6256.0,4,1,283.95,0.613933145891909,279.61,251.7,178.7,29.34,60.9,train,800.2499999999999,,2.0,20,0.03666354264292409,0.31452671040299907,0.3494033114651672,0.22330521711965012,0.07610121836925962,75072.0,491.30000000000007,0.010659766624040919,0.0065443840579710155,0
119,1978,56,2 - High School,4361.0,3,1,525.88,0.413857677902622,142.47,437.3,246.49,43.12,70.46,test,939.84,,2.0,21,0.045880149812734076,0.4652919645897174,0.1515896322778345,0.26226804562478717,0.0749702076949268,52332.0,388.96000000000026,0.017959183673469388,0.007432546052128721,0
120,1986,68,3 - BSc/MSc,7300.0,3,0,305.05,0.621519655061694,324.95,330.05,159.14,31.34,26.56,train,872.0399999999998,,3.0,13,0.03593871840741251,0.3784803449383057,0.37263198935828634,0.18249162882436587,0.030457318471629746,87600.0,541.9899999999996,0.009954794520547943,0.006187100456621,0
121,1989,32,2 - High School,2887.0,1,1,422.18,0.555221802267754,311.17,511.75,109.02,8.89,64.57,test,1005.4,,2.0,10,0.008842251840063656,0.5090013924806047,0.30949870698229565,0.10843445394867714,0.06422319474835886,34644.0,558.2199999999998,0.029020898279644384,0.016113035446253313,1
122,1997,60,3 - BSc/MSc,4804.0,4,1,290.17,0.565564392738501,273.94,181.7,199.15,29.45,41.23,test,725.47,,3.0,2,0.04059437330282437,0.250458323569548,0.3776034846375453,0.27451169586612817,0.05683212262395412,57648.0,410.30000000000035,0.01258447821260061,0.0071173327782403616,0
123,1997,27,1 - Basic,3036.0,1,1,643.24,0.180566285300862,286.5,294.5,78.57,87.24,68.68,train,815.49,,1.0,2,0.10697862634734943,0.3611325706017241,0.3513225177500644,0.0963469815693632,0.08421930373149886,36432.0,147.24999999999994,0.02238389328063241,0.004041776460254719,0
124,1991,57,1 - Basic,5914.0,1,1,68.35,0.890980648627185,230.71,343.95,152.03,93.35,36.23,train,856.27,,1.0,8,0.10901935137281464,0.40168404825580717,0.2694360423698133,0.17754913753839327,0.04231142046317166,70968.0,762.9199999999996,0.012065578852440537,0.010750197272009914,0
125,1980,47,3 - BSc/MSc,5228.0,1,1,319.31,0.350493293844674,442.64,-50.0,130.69,11.89,-5.11,train,530.11,,3.0,19,0.022429307124936335,-0.09432004678274321,0.834996510158269,0.2465337382807342,-0.009639508781196356,62736.0,185.80000000000013,0.008449853353736292,0.002961616934455498,0
126,1991,26,2 - High School,2823.0,1,1,180.04,0.642862119417543,240.38,3.9,227.82,66.68,35.34,train,574.12,,2.0,8,0.11614296662718597,0.006793004946701038,0.4186929561764091,0.3968159966557514,0.06155507559395249,33876.0,369.0799999999998,0.016947691581060336,0.0108950289290353,0
127,1977,49,2 - High School,3705.0,4,1,-21.0,0.994327206716587,478.09,108.9,94.35,9.89,13.89,test,705.12,,2.0,22,0.01402598139323803,0.1544417971409122,0.6780264352167007,0.1338070115724983,0.019698774676650783,44460.0,701.1199999999999,0.015859649122807018,0.015769680611785873,0
128,1978,64,2 - High School,6961.0,3,0,-19.1099999999999,0.995046757265877,132.58,750.15,168.7,71.79,65.9,test,1189.12,,2.0,21,0.06037237621097956,0.630844658234661,0.11149421420882671,0.141869617868676,0.05541913347685685,83532.0,1183.2299999999996,0.014235502561892446,0.014164990662261165,-1
129,1982,70,3 - BSc/MSc,7941.0,1,0,23.8000000000001,0.907067090704805,202.04,-55.0,173.81,98.24,106.02,train,525.11,,3.0,17,0.1870846108434423,-0.10473995924663404,0.3847574793852716,0.3309973148483175,0.20190055416960254,95292.0,476.3100000000001,0.005510536036603283,0.004998425890945726,0
130,1979,63,4 - PhD,6543.0,1,1,93.25,0.818979241932521,437.75,87.8,83.46,37.34,6.89,train,653.24,,4.0,20,0.05716122711407753,0.13440695609576878,0.6701212418100545,0.1277631498377319,0.010547425142367277,78516.0,534.99,0.008319832900300576,0.006813770441693413,0
131,1989,39,2 - High School,3230.0,4,1,317.06,0.493004090828244,219.04,113.35,311.06,10.78,20.45,train,674.6800000000001,,2.0,10,0.015977945099899207,0.16800557301239102,0.324657615462145,0.46104820062844604,0.03031066579711863,38760.0,332.61999999999966,0.017406604747162026,0.008581527347781209,0
132,1997,48,2 - High School,4656.0,2,1,518.1,0.120727896773358,489.87,44.45,74.57,5.0,3.78,train,617.6700000000001,,2.0,2,0.008094937426133694,0.07196399371832855,0.7930933993880226,0.12072789677335792,0.006119772694157073,55872.0,74.57000000000005,0.011055090206185569,0.0013346577892325324,0
133,1994,34,3 - BSc/MSc,2845.0,4,1,-67.2300000000002,1.05790007677964,167.92,171.7,347.51,21.56,20.67,train,729.3599999999999,,3.0,5,0.029560162334101133,0.23541186793901506,0.23022924207524406,0.47645881320609856,0.028339914445541303,34140.0,771.5899999999981,0.02136379613356766,0.022600761570005803,0
134,1978,73,3 - BSc/MSc,7153.0,2,0,100.79,0.820957342328878,243.27,138.35,237.71,35.34,47.9,train,702.57,,3.0,21,0.05030103761902729,0.1969198798696215,0.3462573124386182,0.33834351025520587,0.06817825981752708,85836.0,576.7799999999999,0.00818502726128897,0.006719558227317208,0
135,1976,39,4 - PhD,3620.0,2,1,543.21,0.138501425192553,490.98,79.45,86.35,-1.11,3.89,test,659.5600000000001,,4.0,23,-0.0016829401419127903,0.12045909394141548,0.7444053611498574,0.13092061374249497,0.005897871308144824,43440.0,91.35000000000028,0.015183241252302027,0.0021029005524861944,0
137,1988,44,3 - BSc/MSc,5032.0,4,0,241.72,0.649684122043159,232.49,225.6,256.27,41.12,5.89,train,761.37,,3.0,11,0.054007906799584955,0.296307971157256,0.3053574477586456,0.3365906195410904,0.007736054743423039,60384.0,494.6499999999999,0.012608803656597774,0.008191739533651297,0
138,1994,63,2 - High School,7597.0,4,0,456.76,0.312557077625571,354.51,127.25,105.13,104.02,9.89,test,700.8,,2.0,5,0.14843036529680365,0.18157819634703198,0.5058647260273973,0.1500142694063927,0.014112442922374431,91164.0,219.04000000000013,0.007687244965117809,0.0024027028212891067,0
139,1979,40,2 - High School,5075.0,2,1,149.59,0.685349721556401,194.26,305.6,212.262,37.34,17.67,train,815.0899999999999,,2.0,20,0.045810892048730824,0.3749279220699555,0.23832950962470403,0.26041541424873327,0.021678587640628647,60900.0,558.6217045434068,0.01338407224958949,0.00917277018954691,0
140,1978,59,2 - High School,6442.0,1,1,649.67,0.249198753616737,320.17,349.5,193.48,30.45,5.0,test,898.6,,2.0,21,0.033886044958824836,0.38893834854217674,0.3562986868462052,0.2153127086579123,0.005564210994880926,77304.0,223.92999999999986,0.011624236779468075,0.002896745317189277,0
141,1987,57,2 - High School,5529.0,1,1,511.42,0.412850262697023,285.83,364.5,149.36,73.57,40.34,test,913.6,,2.0,12,0.08052758318739053,0.39897110332749564,0.3128612084063047,0.16348511383537653,0.04415499124343258,66348.0,377.18000000000023,0.01376981973834931,0.0056848736962681655,0
142,1997,65,4 - PhD,6193.0,1,0,-12.11,0.981580451557588,391.63,152.25,131.47,18.67,5.78,train,699.8,,4.0,2,0.026679051157473568,0.21756216061731926,0.5596313232352101,0.1878679622749357,0.008259502715061448,74316.0,686.9100000000001,0.009416545562193875,0.009243097045050865,0
143,1984,30,4 - PhD,2532.0,2,1,210.71,0.663598218873095,213.04,138.35,287.5,19.56,42.23,train,700.6800000000001,,4.0,15,0.02791573899640349,0.19745104755380485,0.30404749671747444,0.4103156933264828,0.06027002340583432,30384.0,464.97000000000025,0.023060821484992104,0.015303120063191162,0
144,1996,26,3 - BSc/MSc,3443.4,4,1,-42.4499999999999,1.01973624683315,146.36,353.95,220.04,121.8,42.01,train,884.16,,3.0,3,0.13775787187839306,0.4003234708650018,0.16553564965617085,0.24886898298950416,0.04751402461093015,41320.8,901.6099999999977,0.02139745600278794,0.021819761476060427,0
145,1996,36,2 - High School,3614.0,4,1,-44.78,1.03295403428686,345.73,18.9,180.48,35.34,19.78,train,600.23,,2.0,3,0.05887743031837796,0.03148792962697632,0.575995868250504,0.30068473751728503,0.032954034286856705,43368.0,620.0100000000019,0.013840389227079876,0.014296485888212552,0
146,1983,30,1 - Basic,5107.0,1,1,-96.11,1.12364376130199,144.36,-11.1,381.85,47.23,12.78,train,575.12,,1.0,16,0.08212199193211851,-0.019300319933231325,0.2510084851857004,0.6639483933787732,0.02222144943663931,61284.0,646.2300000000006,0.00938450492787677,0.010544840415116516,0
147,1992,33,3 - BSc/MSc,4683.0,4,1,72.8,0.850488435020562,272.72,97.8,177.7,48.12,57.79,train,654.1299999999999,,3.0,7,0.07356335896534329,0.14951156497943835,0.41692018406127235,0.27165853882255825,0.08834635317138796,56196.0,556.3300000000002,0.011640152324008824,0.009899814933447224,0
148,1979,62,2 - High School,5901.0,3,1,374.41,0.427057034656874,116.69,123.9,173.81,131.47,151.25,train,697.12,,2.0,20,0.188590199678678,0.17773123708974065,0.16738868487491393,0.24932579756713336,0.21696408078953408,70812.0,297.71,0.009844659097328137,0.0042042309213127715,0
149,1982,50,3 - BSc/MSc,5297.0,3,1,521.99,0.0868280467445743,522.1,15.0,44.12,9.89,7.89,train,599.0,,3.0,17,0.01651085141903172,0.025041736227045076,0.8716193656093489,0.07365609348914857,0.013171953255425708,63564.0,52.010000000000005,0.009423573091687119,0.0008182304449059217,0
150,1989,22,1 - Basic,1968.0,4,1,255.71,0.631517458650564,64.9,197.25,29.56,18.56,451.53,train,761.8,amt_plob_wcomp,1.0,10,0.024363349960619583,0.25892622735626153,0.08519296403255448,0.038802835389866105,0.5927146232606983,23616.0,481.0899999999996,0.032257791327913274,0.02037135840108399,0
151,1993,68,2 - High School,7371.0,4,0,463.54,0.469721803123881,264.94,426.75,167.81,30.45,31.34,test,921.29,,2.0,6,0.03305148216088311,0.4632091958015392,0.28757503066352613,0.18214677246035452,0.0340175189136971,88452.0,432.75000000000034,0.010415705693483471,0.004892484059150729,0
152,1977,32,2 - High School,2291.0,3,1,433.97,0.477944856453888,165.03,358.95,241.38,6.89,106.91,train,879.16,,2.0,22,0.00783702625233177,0.40828745620819873,0.18771327175940672,0.27455753218981754,0.12160471359024523,27492.0,420.19000000000017,0.031978757456714677,0.0152840826422232,0
153,1981,27,2 - High School,3506.0,4,0,10.3400000000001,0.971237191434641,125.8,785.7,79.57,136.47,101.13,train,1228.67,,2.0,18,0.111071321021918,0.6394719493435992,0.10238713405552344,0.06476108312240063,0.08230851245655871,42072.0,1193.3300000000004,0.029203983647081197,0.028363995056094323,-1
154,1990,35,3 - BSc/MSc,3367.0,3,1,-40.55,1.02788937513451,423.08,-15.55,129.47,8.78,11.78,train,557.56,,3.0,9,0.015747184159552334,-0.027889375134514675,0.758806227132506,0.23220819284023247,0.021127771002223978,40404.0,573.1099999999973,0.013799623799623798,0.014184486684486618,0
155,1997,49,3 - BSc/MSc,4666.0,2,0,477.21,0.117551967106535,512.32,-10.0,58.9,3.89,4.0,test,569.11,,3.0,2,0.006835233961800004,-0.017571295531619544,0.9002126126759327,0.10349493068123912,0.007028518212647819,55992.0,66.90000000000013,0.010164130590084298,0.0011948135447921156,0
156,1986,24,3 - BSc/MSc,2708.0,3,0,589.33,0.433609308157545,100.13,614.55,321.84,-0.11,48.23,train,1084.64,,3.0,13,-0.00010141613807346215,0.5665935241186014,0.09231634459359786,0.2967251807051187,0.04446636672075527,32496.0,470.30999999999966,0.03337764647956672,0.014472858197932042,1
157,1984,67,2 - High School,7649.0,4,0,130.04,0.782088041828302,321.95,175.6,189.59,20.56,3.78,train,711.48,,2.0,15,0.028897509416989934,0.24680946758868835,0.45250744926069597,0.2664727047843931,0.005312868949232585,91788.0,556.4400000000004,0.007751340044450255,0.006062230356909404,0
158,1988,34,3 - BSc/MSc,2361.0,3,1,343.07,0.43519825681316,395.52,93.35,135.36,12.78,14.67,test,651.68,,3.0,11,0.019610851951878224,0.14324515099435306,0.6069236435060152,0.20770930518045672,0.022511048367296834,28332.0,283.61000000000007,0.023001553014259494,0.010010235775801216,0
159,1976,58,3 - BSc/MSc,6087.0,2,1,413.31,0.217303571428571,484.98,-35.0,71.79,26.56,11.67,train,560.0,,3.0,23,0.047428571428571424,-0.0625,0.8660357142857144,0.12819642857142857,0.020839285714285713,73044.0,121.68999999999977,0.007666611905153059,0.0016659821477465605,0
160,1996,42,3 - BSc/MSc,4468.0,2,1,-52.0,1.04736842105263,497.76,-15.0,91.35,7.89,-12.0,test,570.0,,3.0,3,0.013842105263157893,-0.02631578947368421,0.8732631578947369,0.16026315789473683,-0.021052631578947368,53616.0,596.9999999999991,0.010631154879140556,0.011134735899731407,0
